Symbol|Name|LastSale|MarketCap|IPOyear|Sector|industry|Summary Quote
ALXA|Alexza Pharmaceuticals, Inc.|1.09|$21.19M|2006|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/alxa
BABA|Alibaba Group Holding Limited|80.47|$200.81B|2014|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/baba
ALCO|Alico, Inc.|40.5|$335.39M|n/a|Consumer Non-Durables|Farming/Seeds/Milling|http://www.nasdaq.com/symbol/alco
ALGN|Align Technology, Inc.|61.7|$4.94B|2001|Health Care|Industrial Specialties|http://www.nasdaq.com/symbol/algn
ALIM|Alimera Sciences, Inc.|4.26|$189.13M|2010|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/alim
ALKS|Alkermes plc|67.76|$10.12B|1991|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/alks
Y|Alleghany Corporation|498.23|$7.96B|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/y
ATI|Allegheny Technologies Incorporated|22.55|$2.46B|n/a|Basic Industries|Steel/Iron Ore|http://www.nasdaq.com/symbol/ati
ALGT|Allegiant Travel Company|221.99|$3.77B|2006|Transportation|Air Freight/Delivery Services|http://www.nasdaq.com/symbol/algt
ALLE|Allegion plc|63.38|$6.07B|2013|Consumer Services|Diversified Commercial Services|http://www.nasdaq.com/symbol/alle
AGN|Allergan plc.|321.91|$126.72B|2013|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/agn
AGN^A|Allergan plc.|1088.76|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/agn^a
ALE|Allete, Inc.|50.69|$2.48B|n/a|Public Utilities|Power Generation|http://www.nasdaq.com/symbol/ale
ALLB|Alliance Bancorp, Inc. of Pennsylvania|23.54|$94.79M|n/a|Finance|Savings Institutions|http://www.nasdaq.com/symbol/allb
AKP|Alliance California Municipal Income Fund Inc|13.36|$114.28M|2002|n/a|n/a|http://www.nasdaq.com/symbol/akp
ADS|Alliance Data Systems Corporation|270.24|$16.6B|2001|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/ads
AFOP|Alliance Fiber Optic Products, Inc.|19.32|$342.5M|2000|Technology|Semiconductors|http://www.nasdaq.com/symbol/afop
AIQ|Alliance HealthCare Services, Inc.|14.86|$159.72M|2001|Health Care|Medical Specialities|http://www.nasdaq.com/symbol/aiq
AHGP|Alliance Holdings GP, L.P.|35.84|$2.15B|2006|Energy|Coal Mining|http://www.nasdaq.com/symbol/ahgp
AFB|Alliance National Municipal Income Fund Inc|13.11|$376.74M|2002|n/a|n/a|http://www.nasdaq.com/symbol/afb
AOI|Alliance One International, Inc.|19.93|$177.04M|n/a|Consumer Services|Farming/Seeds/Milling|http://www.nasdaq.com/symbol/aoi
ARLP|Alliance Resource Partners, L.P.|24.01|$1.78B|1999|Energy|Coal Mining|http://www.nasdaq.com/symbol/arlp
AWF|Alliance World Dollar Government Fund II|11.46|$986.39M|1993|n/a|n/a|http://www.nasdaq.com/symbol/awf
ACG|ALLIANCEBERNSTEIN INCOME FUND INC|7.93|$1.93B|n/a|n/a|n/a|http://www.nasdaq.com/symbol/acg
AB|Allianceberstein Holding L.P.|28.78|$2.9B|n/a|Finance|Investment Managers|http://www.nasdaq.com/symbol/ab
LNT|Alliant Energy Corporation|60.63|$6.87B|n/a|Public Utilities|Power Generation|http://www.nasdaq.com/symbol/lnt
NCV|AllianzGI Convertible & Income Fund|7.66|$587.94M|2003|n/a|n/a|http://www.nasdaq.com/symbol/ncv
NCZ|AllianzGI Convertible & Income Fund II|7.02|$516.9M|2003|n/a|n/a|http://www.nasdaq.com/symbol/ncz
ACV|AllianzGI Diversified Income & Convertible Fund|20.97|n/a|2015|n/a|n/a|http://www.nasdaq.com/symbol/acv
NIE|AllianzGI Equity & Convertible Income Fund|19.2532|$533.49M|2007|n/a|n/a|http://www.nasdaq.com/symbol/nie
NFJ|AllianzGI NFJ Dividend, Interest & Premium Strategy Fund|14.18|$1.34B|2005|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/nfj
AHPI|Allied Healthcare Products, Inc.|1.48|$11.88M|1992|Health Care|Industrial Specialties|http://www.nasdaq.com/symbol/ahpi
AMOT|Allied Motion Technologies, Inc.|19.56|$181.73M|n/a|Capital Goods|Electrical Products|http://www.nasdaq.com/symbol/amot
AWH|Allied World Assurance Company Holdings, AG|42.82|$3.89B|2006|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/awh
ALQA|Alliqua BioMedical, Inc.|4.82|$133.36M|n/a|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/alqa
ALSN|Allison Transmission Holdings, Inc.|29.91|$5.28B|2012|Capital Goods|Auto Parts:O.E.M.|http://www.nasdaq.com/symbol/alsn
ALLT|Allot Communications Ltd.|5.28|$176.15M|2006|Technology|Computer Communications Equipment|http://www.nasdaq.com/symbol/allt
MDRX|Allscripts Healthcare Solutions, Inc.|14.67|$2.77B|n/a|Technology|EDP Services|http://www.nasdaq.com/symbol/mdrx
ALL|Allstate Corporation (The)|63.1|$25.26B|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/all
ALL^A|Allstate Corporation (The)|25.81|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/all^a
ALL^B|Allstate Corporation (The)|25.905|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/all^b
ALL^C|Allstate Corporation (The)|27.18|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/all^c
ALL^D|Allstate Corporation (The)|26.62|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/all^d
ALL^E|Allstate Corporation (The)|26.75|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/all^e
ALL^F|Allstate Corporation (The)|26.4|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/all^f
ALLY|Ally Financial Inc.|22.64|$10.91B|2014|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/ally
ALLY^A|Ally Financial Inc.|26.2|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ally^a
ALLY^B|Ally Financial Inc.|26.05|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ally^b
AAU|Almaden Minerals, Ltd.|0.7484|$54.74M|n/a|Basic Industries|Precious Metals|http://www.nasdaq.com/symbol/aau
AFAM|Almost Family Inc|49.74|$488.45M|n/a|Health Care|Medical/Nursing Services|http://www.nasdaq.com/symbol/afam
ALNY|Alnylam Pharmaceuticals, Inc.|105.67|$8.91B|2004|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/alny
BSI|Alon Blue Square Israel Ltd.|0.89|$58.88M|n/a|Consumer Services|Department/Specialty Retail Stores|http://www.nasdaq.com/symbol/bsi
ALJ|Alon USA Energy, Inc.|21.92|$1.55B|2005|Energy|Integrated oil Companies|http://www.nasdaq.com/symbol/alj
ALDW|Alon USA Partners, LP|25.57|$1.6B|2012|Energy|Integrated oil Companies|http://www.nasdaq.com/symbol/aldw
AOSL|Alpha and Omega Semiconductor Limited|7.46|$196.52M|2010|Technology|Semiconductors|http://www.nasdaq.com/symbol/aosl
APT|Alpha Pro Tech, Ltd.|2.17|$39.89M|n/a|Health Care|Industrial Specialties|http://www.nasdaq.com/symbol/apt
SMCP|AlphaMark Actively Managed Small Cap ETF|24.97|$26.22M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/smcp
ATEC|Alphatec Holdings, Inc.|0.7|$70.08M|2006|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/atec
AGD|Alpine Global Dynamic Dividend Fund|9.88|$124.52M|2006|n/a|n/a|http://www.nasdaq.com/symbol/agd
AWP|Alpine Global Premier Properties Fund|6.33|$544.11M|2007|n/a|n/a|http://www.nasdaq.com/symbol/awp
AOD|Alpine Total Dynamic Dividend Fund|8.6|$935.19M|2007|n/a|n/a|http://www.nasdaq.com/symbol/aod
ALTR|Altera Corporation|49.84|$15.08B|1988|Technology|Semiconductors|http://www.nasdaq.com/symbol/altr
ALTV|Alteva (D/B/A)|3.2601|$19.55M|n/a|Public Utilities|Telecommunications Equipment|http://www.nasdaq.com/symbol/altv
AAMC|Altisource Asset Management Corp|113.98|$254.04M|n/a|Finance|Real Estate|http://www.nasdaq.com/symbol/aamc
ASPS|Altisource Portfolio Solutions S.A.|31.78|$595.45M|n/a|Consumer Services|Other Consumer Services|http://www.nasdaq.com/symbol/asps
RESI|Altisource Residential Corporation|14.12|$807.71M|n/a|Finance|Real Estate|http://www.nasdaq.com/symbol/resi
AIMC|Altra Industrial Motion Corp.|25.65|$674.85M|2006|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/aimc
MO|Altria Group|55.71|$109.23B|n/a|Consumer Non-Durables|Farming/Seeds/Milling|http://www.nasdaq.com/symbol/mo
ACH|Aluminum Corporation of China Limited|9.96|$5.39B|2001|Basic Industries|Aluminum|http://www.nasdaq.com/symbol/ach
AMAG|AMAG Pharmaceuticals, Inc.|65.63|$2.26B|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/amag
AMRN|Amarin Corporation PLC|2.35|$430.98M|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/amrn
AMRK|A-Mark Precious Metals, Inc.|10.627|$73.99M|n/a|Basic Industries|Other Specialty Stores|http://www.nasdaq.com/symbol/amrk
AYA|Amaya Inc.|23.28|$3.1B|n/a|Technology|Computer Software: Programming, Data Processing|http://www.nasdaq.com/symbol/aya
AMZN|Amazon.com, Inc.|524|$245.08B|1997|Consumer Services|Catalog/Specialty Distribution|http://www.nasdaq.com/symbol/amzn
AMBC|Ambac Financial Group, Inc.|15.5|$697.56M|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/ambc
AMBCW|Ambac Financial Group, Inc.|7.27|n/a|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/ambcw
AMBA|Ambarella, Inc.|118.21|$3.7B|2012|Technology|Semiconductors|http://www.nasdaq.com/symbol/amba
EPAX|Ambassadors Group, Inc.|2.33|$40.31M|n/a|Consumer Services|Other Consumer Services|http://www.nasdaq.com/symbol/epax
AMBR|Amber Road, Inc.|4.49|$116.96M|2014|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/ambr
ABEV|Ambev S.A.|5.66|$88.85B|2013|Consumer Non-Durables|Beverages (Production/Distribution)|http://www.nasdaq.com/symbol/abev
AMC|AMC Entertainment Holdings, Inc.|29.7|$2.89B|2013|Consumer Services|Movies/Entertainment|http://www.nasdaq.com/symbol/amc
AMCX|AMC Networks Inc.|76.64|$5.55B|n/a|Consumer Services|Television Services|http://www.nasdaq.com/symbol/amcx
DIT|AMCON Distributing Company|82|$50.5M|n/a|Consumer Non-Durables|Food Distributors|http://www.nasdaq.com/symbol/dit
DOX|Amdocs Limited|58.49|$9.04B|n/a|Technology|EDP Services|http://www.nasdaq.com/symbol/dox
AMFW|Amec Plc Ord|13.01|$5.06B|2014|Consumer Services|Military/Government/Technical|http://www.nasdaq.com/symbol/amfw
AMDA|Amedica Corporation|0.471|$30.97M|2014|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/amda
AMED|Amedisys Inc|46.11|$1.55B|n/a|Health Care|Medical/Nursing Services|http://www.nasdaq.com/symbol/amed
UHAL|Amerco|368.52|$7.23B|n/a|Consumer Services|Rental/Leasing Companies|http://www.nasdaq.com/symbol/uhal
AEE|Ameren Corporation|41.82|$10.15B|n/a|Public Utilities|Power Generation|http://www.nasdaq.com/symbol/aee
AMRC|Ameresco, Inc.|6.41|$298.18M|2010|Basic Industries|Engineering & Construction|http://www.nasdaq.com/symbol/amrc
ASBI|Ameriana Bancorp|23.15|$70.03M|n/a|Finance|Savings Institutions|http://www.nasdaq.com/symbol/asbi
ATAX|America First Multifamily Investors, L.P.|5.3116|$320.04M|n/a|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/atax
AMOV|America Movil, S.A.B. de C.V.|19.55|$66.01B|n/a|Public Utilities|Telecommunications Equipment|http://www.nasdaq.com/symbol/amov
AMX|America Movil, S.A.B. de C.V.|19.6|$66.18B|n/a|Public Utilities|Telecommunications Equipment|http://www.nasdaq.com/symbol/amx
AAL|American Airlines Group, Inc.|41.68|$28B|n/a|Transportation|Air Freight/Delivery Services|http://www.nasdaq.com/symbol/aal
APP|American Apparel Inc|0.2065|$37.17M|n/a|Finance|Business Services|http://www.nasdaq.com/symbol/app
AAT|American Assets Trust, Inc.|40.53|$1.82B|2011|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/aat
AXL|American Axle & Manufacturing Holdings, Inc.|21.39|$1.63B|n/a|Capital Goods|Auto Parts:O.E.M.|http://www.nasdaq.com/symbol/axl
ACC|American Campus Communities Inc|36.82|$4.14B|2004|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/acc
AGNC|American Capital Agency Corp.|19.26|$6.72B|2008|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/agnc
AGNCB|American Capital Agency Corp.|23.825|$8.31B|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/agncb
AGNCP|American Capital Agency Corp.|25.04|n/a|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/agncp
MTGE|American Capital Mortgage Investment Corp.|15.55|$796.04M|2011|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/mtge
MTGEP|American Capital Mortgage Investment Corp.|24.1664|$48.33M|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/mtgep
ACSF|American Capital Senior Floating, Ltd.|12.72|$127.2M|2014|n/a|n/a|http://www.nasdaq.com/symbol/acsf
ACAS|American Capital, Ltd.|13.91|$3.83B|1997|n/a|n/a|http://www.nasdaq.com/symbol/acas
ANCI|American Caresource Holdings Inc|1.76|$11.87M|n/a|Health Care|Hospital/Nursing Management|http://www.nasdaq.com/symbol/anci
ADGE|American DG Energy Inc.|0.4|$20.25M|n/a|Public Utilities|Power Generation|http://www.nasdaq.com/symbol/adge
AEO|American Eagle Outfitters, Inc.|17.73|$3.46B|n/a|Consumer Services|Clothing/Shoe/Accessory Stores|http://www.nasdaq.com/symbol/aeo
AEP|American Electric Power Company, Inc.|56.71|$27.82B|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/aep
AETI|American Electric Technologies, Inc.|4.6|$37.95M|n/a|Energy|Industrial Machinery/Components|http://www.nasdaq.com/symbol/aeti
AEL|American Equity Investment Life Holding Company|27.56|$2.12B|2003|Finance|Life Insurance|http://www.nasdaq.com/symbol/ael
AXP|American Express Company|81.26|$81.36B|n/a|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/axp
AFA|American Financial Group, Inc.|25.33|n/a|2012|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/afa
AFG|American Financial Group, Inc.|71.79|$6.31B|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/afg
AFGE|American Financial Group, Inc.|25.8299|n/a|2014|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/afge
AFQ|American Financial Group, Inc.|25.46|n/a|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/afq
AFW|American Financial Group, Inc.|26.68|n/a|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/afw
AMH|American Homes 4 Rent|15.72|$3.32B|2013|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/amh
AMH^A|American Homes 4 Rent|25.3|n/a|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/amh^a
AMH^B|American Homes 4 Rent|25.51|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/amh^b
AMH^C|American Homes 4 Rent|25.5|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/amh^c
AMIC|American Independence Corp.|10.61|$85.72M|n/a|Finance|Accident &Health Insurance|http://www.nasdaq.com/symbol/amic
AIG|American International Group, Inc.|63.99|$82.8B|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/aig
AIG.WS|American International Group, Inc.|n/a|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/aig.ws
ALN|American Lorain Corporation|1.76|$67.34M|n/a|Consumer Non-Durables|Packaged Foods|http://www.nasdaq.com/symbol/aln
AMID|American Midstream Partners, LP|9.78|$306.24M|2011|Public Utilities|Natural Gas Distribution|http://www.nasdaq.com/symbol/amid
AMNB|American National Bankshares, Inc.|23.7|$206.85M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/amnb
ANAT|American National Insurance Company|104.86|$2.82B|n/a|Finance|Life Insurance|http://www.nasdaq.com/symbol/anat
APEI|American Public Education, Inc.|25.08|$430.03M|2007|Consumer Services|Other Consumer Services|http://www.nasdaq.com/symbol/apei
ARII|American Railcar Industries, Inc.|41.1|$877.58M|2006|Capital Goods|Railroads|http://www.nasdaq.com/symbol/arii
ARL|American Realty Investors, Inc.|6.4644|$100.29M|n/a|Finance|Real Estate|http://www.nasdaq.com/symbol/arl
ARPI|American Residential Properties, Inc.|17.57|$565.67M|2013|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/arpi
AMRB|American River Bankshares|10.09|$76.38M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/amrb
ASEI|American Science and Engineering, Inc.|40.07|$286.32M|n/a|Health Care|Medical Electronics|http://www.nasdaq.com/symbol/asei
AMS|American Shared Hospital Services|2.5|$13.4M|n/a|Health Care|Medical Specialities|http://www.nasdaq.com/symbol/ams
AMSWA|American Software, Inc.|9.29|$265.84M|n/a|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/amswa
AWR|American States Water Company|38.45|$1.43B|n/a|Public Utilities|Water Supply|http://www.nasdaq.com/symbol/awr
AMSC|American Superconductor Corporation|4.41|$61.54M|1991|Consumer Durables|Metal Fabrications|http://www.nasdaq.com/symbol/amsc
AMT|American Tower Corporation (REIT)|100.49|$42.54B|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/amt
AMT^A|American Tower Corporation (REIT)|107.1|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/amt^a
AMT^B|American Tower Corporation (REIT)|106.51|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/amt^b
AVD|American Vanguard Corporation|11.56|$337.57M|n/a|Basic Industries|Agricultural Chemicals|http://www.nasdaq.com/symbol/avd
AWK|American Water Works|52.26|$9.42B|2008|Public Utilities|Water Supply|http://www.nasdaq.com/symbol/awk
AMWD|American Woodmark Corporation|63.4|$1.03B|1986|Basic Industries|Forest Products|http://www.nasdaq.com/symbol/amwd
CRMT|America&#39;s Car-Mart, Inc.|45.67|$388.81M|n/a|Consumer Durables|Automotive Aftermarket|http://www.nasdaq.com/symbol/crmt
APU|AmeriGas Partners, L.P.|45.51|$4.23B|n/a|Consumer Services|Other Specialty Stores|http://www.nasdaq.com/symbol/apu
AMP|AMERIPRISE FINANCIAL SERVICES, INC.|125.14|$22.3B|n/a|Finance|Investment Managers|http://www.nasdaq.com/symbol/amp
ABCB|Ameris Bancorp|28.51|$917.59M|1994|Finance|Major Banks|http://www.nasdaq.com/symbol/abcb
AMSF|AMERISAFE, Inc.|49.51|$941.17M|2005|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/amsf
ASRV|AmeriServ Financial Inc.|3.31|$62.41M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/asrv
ASRVP|AmeriServ Financial Inc.|27.46|n/a|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/asrvp
ABC|AmerisourceBergen Corporation (Holding Co)|104.65|$22.63B|n/a|Health Care|Other Pharmaceuticals|http://www.nasdaq.com/symbol/abc
ATLO|Ames National Corporation|23.7|$220.67M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/atlo
AMGN|Amgen Inc.|170.6|$129.36B|1983|Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|http://www.nasdaq.com/symbol/amgn
FOLD|Amicus Therapeutics, Inc.|15.88|$1.88B|2007|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/fold
ANFI|Amira Nature Foods Ltd|9.44|$270.74M|2012|Consumer Non-Durables|Packaged Foods|http://www.nasdaq.com/symbol/anfi
AMKR|Amkor Technology, Inc.|4.48|$1.06B|1998|Technology|Semiconductors|http://www.nasdaq.com/symbol/amkr
AHS|AMN Healthcare Services Inc|34.39|$1.64B|2001|Technology|Professional Services|http://www.nasdaq.com/symbol/ahs
AP|Ampco-Pittsburgh Corporation|13.21|$137.72M|n/a|Capital Goods|Fluid Controls|http://www.nasdaq.com/symbol/ap
AMPH|Amphastar Pharmaceuticals, Inc.|15.48|$692.33M|2014|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/amph
APH|Amphenol Corporation|56.63|$17.49B|n/a|Capital Goods|Electrical Products|http://www.nasdaq.com/symbol/aph
AMPE|Ampio Pharmaceuticals, Inc.|2.57|$133.61M|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/ampe
BETR|Amplify Snack Brands, inc.|16.35|$1.23B|2015|n/a|n/a|http://www.nasdaq.com/symbol/betr
AXR|AMREP Corporation|5.11|$41.18M|n/a|Consumer Services|Newspapers/Magazines|http://www.nasdaq.com/symbol/axr
AMSG|Amsurg Corp.|83.4|$4.04B|n/a|Health Care|Medical/Nursing Services|http://www.nasdaq.com/symbol/amsg
AMSGP|Amsurg Corp.|158.19|$272.88M|n/a|Health Care|Medical/Nursing Services|http://www.nasdaq.com/symbol/amsgp
ASYS|Amtech Systems, Inc.|5.85|$76.93M|n/a|Technology|Industrial Machinery/Components|http://www.nasdaq.com/symbol/asys
AME|AMTEK, Inc.|56.08|$13.58B|n/a|Consumer Durables|Metal Fabrications|http://www.nasdaq.com/symbol/ame
AFSI|AmTrust Financial Services, Inc.|65.49|$5.41B|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/afsi
AFSI^A|AmTrust Financial Services, Inc.|25.4|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/afsi^a
AFSI^B|AmTrust Financial Services, Inc.|25.57|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/afsi^b
AFSI^C|AmTrust Financial Services, Inc.|25.63|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/afsi^c
AFSI^D|AmTrust Financial Services, Inc.|25.62|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/afsi^d
AFSS|AmTrust Financial Services, Inc.|25.29|n/a|2015|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/afss
AMRS|Amyris, Inc.|1.61|$129.11M|2010|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/amrs
ANAC|Anacor Pharmaceuticals, Inc.|138.6|$6.06B|2010|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/anac
AEUA|Anadarko Petroleum Corporation|47.91|n/a|2015|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/aeua
APC|Anadarko Petroleum Corporation|75.7|$38.46B|n/a|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/apc
ANAD|ANADIGICS, Inc.|0.26|$22.79M|1995|Technology|Semiconductors|http://www.nasdaq.com/symbol/anad
ADI|Analog Devices, Inc.|61.09|$19.15B|n/a|Technology|Semiconductors|http://www.nasdaq.com/symbol/adi
ALOG|Analogic Corporation|78.76|$979.84M|1972|Capital Goods|Electrical Products|http://www.nasdaq.com/symbol/alog
ANCB|Anchor Bancorp|22.5|$57.38M|2011|Finance|Banks|http://www.nasdaq.com/symbol/ancb
